"","ensembl_gene_id","hgnc_symbol","entrezgene"
"39603","ENSG00000215094","",NA
"39604","ENSG00000215223","CYP51A1P3",NA
"39605","ENSG00000215712","TMEM242",729515
"39606","ENSG00000215878","MARCKSL1P2",NA
"39607","ENSG00000216444","RAET1M",NA
"39608","ENSG00000216475","",NA
"39609","ENSG00000216480","",NA
"39610","ENSG00000216516","",NA
"39611","ENSG00000216519","",NA
"39612","ENSG00000216548","",NA
"39613","ENSG00000216613","",NA
"39614","ENSG00000216621","",105378052
"39615","ENSG00000216624","GAPDHP72",NA
"39616","ENSG00000216642","",NA
"39617","ENSG00000216713","MTND4P13",NA
"39618","ENSG00000216753","HMGA1P7",NA
"39619","ENSG00000216802","",NA
"39620","ENSG00000216811","",NA
"39621","ENSG00000216906","",NA
"39622","ENSG00000216966","",NA
"39623","ENSG00000217027","TPT1P4",NA
"39624","ENSG00000217044","MTCO3P31",NA
"39625","ENSG00000217085","HMGB3P19",NA
"39626","ENSG00000217160","MTCO2P31",NA
"39627","ENSG00000217231","",NA
"39628","ENSG00000217372","TUBB4BP7",NA
"39629","ENSG00000217447","",NA
"39630","ENSG00000217482","HMGB1P17",NA
"39631","ENSG00000217495","",NA
"39632","ENSG00000217514","",NA
"39633","ENSG00000217557","",NA
"39634","ENSG00000217612","",NA
"39635","ENSG00000217648","",NA
"39636","ENSG00000217684","RPS3AP24",NA
"39637","ENSG00000217733","CCT7P1",NA
"39638","ENSG00000217783","LDHAL6FP",NA
"39639","ENSG00000218194","HLFP1",NA
"39640","ENSG00000218213","FTH1P26",NA
"39641","ENSG00000218226","TATDN2P2",NA
"39642","ENSG00000218351","RPS3AP23",NA
"39643","ENSG00000218358","RAET1K",646024
"39644","ENSG00000218424","NDUFS5P1",NA
"39645","ENSG00000218426","",NA
"39646","ENSG00000218565","",NA
"39647","ENSG00000218596","",NA
"39648","ENSG00000218631","",NA
"39649","ENSG00000218757","",NA
"39650","ENSG00000218772","FAM8A6P",NA
"39651","ENSG00000218776","MTATP6P31",NA
"39652","ENSG00000218792","HSPD1P16",NA
"39653","ENSG00000218896","TUBB8P2",NA
"39654","ENSG00000218991","CCNG1P1",NA
"39655","ENSG00000219146","RPS4XP8",NA
"39656","ENSG00000219188","CACYBPP3",NA
"39657","ENSG00000219249","AMZ2P2",NA
"39658","ENSG00000219298","",NA
"39659","ENSG00000219395","HSPA8P15",NA
"39660","ENSG00000219409","",NA
"39661","ENSG00000219433","BTBD10P2",NA
"39662","ENSG00000219463","RPSAP42",NA
"39663","ENSG00000219487","",NA
"39664","ENSG00000219553","",NA
"39665","ENSG00000219622","",NA
"39666","ENSG00000219747","",NA
"39667","ENSG00000219806","ATP5F1P6",NA
"39668","ENSG00000220113","MTCYBP4",NA
"39669","ENSG00000220181","",NA
"39670","ENSG00000220305","HNRNPH1P1",NA
"39671","ENSG00000220347","",NA
"39672","ENSG00000220378","KRT8P42",NA
"39673","ENSG00000220412","",NA
"39674","ENSG00000220494","YAP1P1",NA
"39675","ENSG00000220557","HMGB1P13",NA
"39676","ENSG00000220600","",NA
"39677","ENSG00000220660","",NA
"39678","ENSG00000220739","",NA
"39679","ENSG00000220745","",NA
"39680","ENSG00000220848","RPS18P9",NA
"39681","ENSG00000220913","",NA
"39682","ENSG00000222764","RN7SKP106",NA
"39683","ENSG00000222806","RNA5SP225",NA
"39684","ENSG00000222958","MIR1913",100302141
"39685","ENSG00000222971","RNA5SP222",NA
"39686","ENSG00000223039","RN7SKP268",NA
"39687","ENSG00000223414","LINC00473",90632
"39688","ENSG00000223485","LINC01615",101929484
"39689","ENSG00000223542","",NA
"39690","ENSG00000223586","LINC01312",NA
"39691","ENSG00000223598","",NA
"39692","ENSG00000223701","RAET1E-AS1",100652739
"39693","ENSG00000223942","",NA
"39694","ENSG00000224029","",NA
"39695","ENSG00000224371","",NA
"39696","ENSG00000224374","",NA
"39697","ENSG00000224417","",NA
"39698","ENSG00000224477","",NA
"39699","ENSG00000224478","",NA
"39700","ENSG00000224658","",NA
"39701","ENSG00000224893","",NA
"39702","ENSG00000225148","",NA
"39703","ENSG00000225177","",NA
"39704","ENSG00000225311","",NA
"39705","ENSG00000225391","",100294720
"39706","ENSG00000225415","CCRL1P1",NA
"39707","ENSG00000225437","PACRG-AS2",101929239
"39708","ENSG00000225683","PACRG-AS3",NA
"39709","ENSG00000225752","",NA
"39710","ENSG00000225879","",NA
"39711","ENSG00000225924","TAB2-AS1",105378049
"39712","ENSG00000226004","",105378020
"39713","ENSG00000226032","",NA
"39714","ENSG00000226193","",NA
"39715","ENSG00000226249","",105378044
"39716","ENSG00000226445","",101929523
"39717","ENSG00000226540","GAPDHP73",NA
"39718","ENSG00000226571","",NA
"39719","ENSG00000226599","",NA
"39720","ENSG00000226739","",NA
"39721","ENSG00000227192","",NA
"39722","ENSG00000227360","",NA
"39723","ENSG00000227455","",NA
"39724","ENSG00000227598","",NA
"39725","ENSG00000227627","",NA
"39726","ENSG00000227660","UST-AS1",NA
"39727","ENSG00000227681","",NA
"39728","ENSG00000227723","",NA
"39729","ENSG00000227748","",NA
"39730","ENSG00000227913","KRT8P44",NA
"39731","ENSG00000227954","TARID",100507308
"39732","ENSG00000228283","KATNBL1P6",NA
"39733","ENSG00000228361","",NA
"39734","ENSG00000228408","",NA
"39735","ENSG00000228648","",NA
"39736","ENSG00000228692","",NA
"39737","ENSG00000229017","LINC01277",NA
"39738","ENSG00000229036","VDAC1P8",NA
"39739","ENSG00000229502","",NA
"39740","ENSG00000229720","",101929460
"39741","ENSG00000229722","",NA
"39742","ENSG00000229921","KIF25-AS1",100505879
"39743","ENSG00000229922","LINC02528",NA
"39744","ENSG00000230205","",NA
"39745","ENSG00000230234","",NA
"39746","ENSG00000230350","RPL35AP3",NA
"39747","ENSG00000230533","",NA
"39748","ENSG00000230627","",NA
"39749","ENSG00000230711","CTAGE13P",NA
"39750","ENSG00000231023","LINC00326",NA
"39751","ENSG00000231028","LINC00271",100131814
"39752","ENSG00000231120","BTF3P10",NA
"39753","ENSG00000231178","",NA
"39754","ENSG00000231297","",NA
"39755","ENSG00000231316","",NA
"39756","ENSG00000231329","",NA
"39757","ENSG00000231368","RPSAP40",NA
"39758","ENSG00000231426","",NA
"39759","ENSG00000231654","RPS6KA2-AS1",NA
"39760","ENSG00000231720","",NA
"39761","ENSG00000231760","",NA
"39762","ENSG00000231863","",NA
"39763","ENSG00000231883","",NA
"39764","ENSG00000231971","",NA
"39765","ENSG00000232082","RPS6KA2-IT1",100874353
"39766","ENSG00000232290","",NA
"39767","ENSG00000232310","",NA
"39768","ENSG00000232529","",NA
"39769","ENSG00000232618","",NA
"39770","ENSG00000232876","",NA
"39771","ENSG00000232891","",NA
"39772","ENSG00000233044","",NA
"39773","ENSG00000233138","",NA
"39774","ENSG00000233231","HNRNPA1P49",NA
"39775","ENSG00000233330","",NA
"39776","ENSG00000233342","",NA
"39777","ENSG00000233452","STXBP5-AS1",NA
"39778","ENSG00000233496","SYNJ2-IT1",100874300
"39779","ENSG00000233534","",NA
"39780","ENSG00000233682","",NA
"39781","ENSG00000233823","",NA
"39782","ENSG00000233893","EZR-AS1",NA
"39783","ENSG00000234084","",NA
"39784","ENSG00000234147","",NA
"39785","ENSG00000234263","",NA
"39786","ENSG00000234484","",NA
"39787","ENSG00000234519","",102724357
"39788","ENSG00000234567","",NA
"39789","ENSG00000234577","SYNE1-AS1",NA
"39790","ENSG00000234647","",101929420
"39791","ENSG00000234675","",NA
"39792","ENSG00000234768","",NA
"39793","ENSG00000234777","LINC02529",102724053
"39794","ENSG00000234956","LINC02539",100507406
"39795","ENSG00000235008","",NA
"39796","ENSG00000235086","FNDC1-IT1",NA
"39797","ENSG00000235168","",NA
"39798","ENSG00000235381","",NA
"39799","ENSG00000235399","",NA
"39800","ENSG00000235538","",NA
"39801","ENSG00000235652","",100507557
"39802","ENSG00000235740","PHACTR2-AS1",NA
"39803","ENSG00000235815","",NA
"39804","ENSG00000235972","",NA
"39805","ENSG00000235994","",NA
"39806","ENSG00000236013","",100507477
"39807","ENSG00000236324","",NA
"39808","ENSG00000236366","",153910
"39809","ENSG00000236378","",NA
"39810","ENSG00000236389","",NA
"39811","ENSG00000236591","",NA
"39812","ENSG00000236627","",NA
"39813","ENSG00000236700","LINC01010",NA
"39814","ENSG00000236703","MYB-AS1",NA
"39815","ENSG00000236822","NMBR-AS1",NA
"39816","ENSG00000236823","",NA
"39817","ENSG00000237312","",NA
"39818","ENSG00000237449","TAAR4P",NA
"39819","ENSG00000237468","",101928661
"39820","ENSG00000237494","",NA
"39821","ENSG00000237499","",100130476
"39822","ENSG00000237593","",NA
"39823","ENSG00000237596","",644135
"39824","ENSG00000237851","",NA
"39825","ENSG00000237927","",NA
"39826","ENSG00000237987","",105378137
"39827","ENSG00000238019","",NA
"39828","ENSG00000238059","HSPE1P21",NA
"39829","ENSG00000238099","LINC01625",645434
"39830","ENSG00000238963","",NA
"39831","ENSG00000240056","",NA
"39832","ENSG00000241391","RN7SL234P",NA
"39833","ENSG00000242246","",NA
"39834","ENSG00000243373","RN7SL173P",NA
"39835","ENSG00000243775","OSTCP1",202459
"39836","ENSG00000243831","",NA
"39837","ENSG00000249141","",NA
"39838","ENSG00000252431","RNU6-1247P",NA
"39839","ENSG00000254440","PBOV1",59351
"39840","ENSG00000257065","",NA
"39841","ENSG00000259828","",NA
"39842","ENSG00000260418","",NA
"39843","ENSG00000260422","",NA
"39844","ENSG00000260771","",NA
"39845","ENSG00000261039","LINC02544",101929504
"39846","ENSG00000261420","",NA
"39847","ENSG00000262543","SMIM28",NA
"39848","ENSG00000264814","MIR1273C",100422821
"39849","ENSG00000265558","MIR3918",100500851
"39850","ENSG00000265828","MIR3939",100500857
"39851","ENSG00000266128","RN7SL366P",NA
"39852","ENSG00000266875","RN7SL408P",NA
"39853","ENSG00000268257","AIRN",100271873
"39854","ENSG00000268592","",100652739
"39855","ENSG00000269155","",441179
"39856","ENSG00000270419","CAHM",100526820
"39857","ENSG00000270487","",NA
"39858","ENSG00000270638","",NA
"39859","ENSG00000270655","",NA
"39860","ENSG00000270828","",NA
"39861","ENSG00000270890","",NA
"39862","ENSG00000271040","",NA
"39863","ENSG00000271265","",NA
"39864","ENSG00000271488","RBM11P1",NA
"39865","ENSG00000271551","",NA
"39866","ENSG00000271913","",NA
"39867","ENSG00000272047","GTF2H5",404672
"39868","ENSG00000272189","",NA
"39869","ENSG00000272397","",NA
"39870","ENSG00000272428","",NA
"39871","ENSG00000272446","",NA
"39872","ENSG00000272549","LINC02538",401286
"39873","ENSG00000272841","",NA
"39874","ENSG00000272980","",NA
"39875","ENSG00000273132","",NA
"39876","ENSG00000273719","",NA
"39877","ENSG00000273997","",NA
"39878","ENSG00000274023","",NA
"39879","ENSG00000274594","",NA
"39880","ENSG00000274903","",NA
"39881","ENSG00000275419","",NA
"39882","ENSG00000276413","",NA
"39883","ENSG00000276643","",NA
"39884","ENSG00000276680","",NA
"39885","ENSG00000276703","RPS29P32",NA
"39886","ENSG00000276960","",NA
"39887","ENSG00000277973","",NA
"39888","ENSG00000278206","",NA
"39889","ENSG00000278571","MIR7161",102465694
"39890","ENSG00000278744","",NA
"39891","ENSG00000278899","",645967
"39892","ENSG00000279355","AGPAT4-IT1",79992
"39893","ENSG00000279810","",NA
"39894","ENSG00000279960","",NA
"39895","ENSG00000279968","GVQW2",100507462
"39896","ENSG00000280057","",NA
"39897","ENSG00000280148","",NA
"39898","ENSG00000280184","",NA
"39899","ENSG00000280707","",NA
"39900","ENSG00000281021","",NA
"39901","ENSG00000281692","PACRG-AS1",285796
"39902","ENSG00000281832","LINC00602",441177
"39903","ENSG00000283122","HYMAI",NA
"39904","ENSG00000283265","",NA
"39905","ENSG00000283608","",NA
"39906","ENSG00000284615","",NA
"39907","ENSG00000002822","MAD1L1",8379
"39908","ENSG00000003147","ICA1",3382
"39909","ENSG00000004846","ABCB5",340273
"39910","ENSG00000005020","SKAP2",8935
"39911","ENSG00000005073","HOXA11",3207
"39912","ENSG00000005108","THSD7A",221981
"39913","ENSG00000006468","ETV1",2115
"39914","ENSG00000006625","GGCT",79017
"39915","ENSG00000006747","SCIN",85477
"39916","ENSG00000008018","PSMB1",5689
"39917","ENSG00000008256","CYTH3",9265
"39918","ENSG00000011275","RNF216",54476
"39919","ENSG00000048052","HDAC9",9734
"39920","ENSG00000050344","NFE2L3",9603
"39921","ENSG00000070882","OSBPL3",26031
"39922","ENSG00000071189","SNX13",23161
"39923","ENSG00000071994","PDCD2",5134
"39924","ENSG00000073067","CYP2W1",54905
"39925","ENSG00000075618","FSCN1",6624
"39926","ENSG00000075624","ACTB",60
"39927","ENSG00000078399","HOXA9",3205
"39928","ENSG00000078549","ADCYAP1R1",117
"39929","ENSG00000086232","EIF2AK1",27102
"39930","ENSG00000086300","SNX10",29887
"39931","ENSG00000105778","AVL9",23080
"39932","ENSG00000105849","TWISTNB",221830
"39933","ENSG00000105855","ITGB8",3696
"39934","ENSG00000105866","SP4",6671
"39935","ENSG00000105877","DNAH11",8701
"39936","ENSG00000105889","STEAP1B",256227
"39937","ENSG00000105926","MPP6",51678
"39938","ENSG00000105928","GSDME",1687
"39939","ENSG00000105954","NPVF",64111
"39940","ENSG00000105963","ADAP1",11033
"39941","ENSG00000105991","HOXA1",3198
"39942","ENSG00000105996","HOXA2",3199
"39943","ENSG00000105997","HOXA3",3200
"39944","ENSG00000106003","LFNG",3955
"39945","ENSG00000106004","HOXA5",3202
"39946","ENSG00000106006","HOXA6",3203
"39947","ENSG00000106009","BRAT1",221927
"39948","ENSG00000106012","IQCE",23288
"39949","ENSG00000106031","HOXA13",3209
"39950","ENSG00000106038","EVX1",2128
"39951","ENSG00000106049","HIBADH",11112
"39952","ENSG00000106052","TAX1BP1",8887
"39953","ENSG00000106066","CPVL",54504
"39954","ENSG00000106069","CHN2",1124
"39955","ENSG00000106069","CHN2",101928168
"39956","ENSG00000106080","FKBP14",55033
"39957","ENSG00000106086","PLEKHA8",84725
"39958","ENSG00000106100","NOD1",10392
"39959","ENSG00000106105","GARS",2617
"39960","ENSG00000106113","CRHR2",1395
"39961","ENSG00000106125","MINDY4",84182
"39962","ENSG00000106128","GHRHR",2692
"39963","ENSG00000106263","EIF3B",8662
"39964","ENSG00000106266","SNX8",29886
"39965","ENSG00000106268","NUDT1",4521
"39966","ENSG00000106305","AIMP2",7965
"39967","ENSG00000106341","PPP1R17",10842
"39968","ENSG00000106346","USP42",84132
"39969","ENSG00000106355","LSM5",23658
"39970","ENSG00000106392","C1GALT1",56913
"39971","ENSG00000106399","RPA3",6119
"39972","ENSG00000106415","GLCCI1",113263
"39973","ENSG00000106443","PHF14",9678
"39974","ENSG00000106460","TMEM106B",54664
"39975","ENSG00000106511","MEOX2",4223
"39976","ENSG00000106524","ANKMY2",57037
"39977","ENSG00000106537","TSPAN13",27075
"39978","ENSG00000106541","AGR2",10551
"39979","ENSG00000106546","AHR",196
"39980","ENSG00000112584","FAM120B",84498
"39981","ENSG00000112592","TBP",6908
"39982","ENSG00000122512","PMS2",5395
"39983","ENSG00000122512","PMS2",107984056
"39984","ENSG00000122543","OCM",654231
"39985","ENSG00000122548","KIAA0087",9808
"39986","ENSG00000122550","KLHL7",55975
"39987","ENSG00000122565","CBX3",11335
"39988","ENSG00000122566","HNRNPA2B1",3181
"39989","ENSG00000122574","WIPF3",644150
"39990","ENSG00000122584","NXPH1",30010
"39991","ENSG00000122585","NPY",4852
"39992","ENSG00000122591","FAM126A",84668
"39993","ENSG00000122592","HOXA7",3204
"39994","ENSG00000122644","ARL4A",10124
"39995","ENSG00000122674","CCZ1",51622
"39996","ENSG00000122687","MRM2",29960
"39997","ENSG00000122691","TWIST1",7291
"39998","ENSG00000130024","PHF10",55274
"39999","ENSG00000136193","SCRN1",9805
"40000","ENSG00000136213","CHST12",55501
"40001","ENSG00000136231","IGF2BP3",10643
"40002","ENSG00000136235","GPNMB",10457
"40003","ENSG00000136237","RAPGEF5",9771
"40004","ENSG00000136238","RAC1",5879
"40005","ENSG00000136240","KDELR2",11014
"40006","ENSG00000136243","NUPL2",11097
"40007","ENSG00000136244","IL6",3569
"40008","ENSG00000136247","ZDHHC4",55146
"40009","ENSG00000136261","BZW2",28969
"40010","ENSG00000136267","DGKB",1607
"40011","ENSG00000136295","TTYH3",80727
"40012","ENSG00000136297","MMD2",221938
"40013","ENSG00000146530","VWDE",221806
"40014","ENSG00000146535","GNA12",2768
"40015","ENSG00000146540","C7orf50",84310
"40016","ENSG00000146555","SDK1",221935
"40017","ENSG00000146574","CCZ1B",221960
"40018","ENSG00000146576","C7orf26",79034
"40019","ENSG00000146587","RBAK",57786
"40020","ENSG00000146592","CREB5",9586
"40021","ENSG00000146618","FERD3L",222894
"40022","ENSG00000153790","C7orf31",136895
"40023","ENSG00000153814","JAZF1",221895
"40024","ENSG00000154678","PDE1C",5137
"40025","ENSG00000155026","RSPH10B",222967
"40026","ENSG00000155034","FBXL18",80028
"40027","ENSG00000155070","UNC93B2",NA
"40028","ENSG00000156928","MALSU1",115416
"40029","ENSG00000157778","PSMG3",84262
"40030","ENSG00000157927","RADIL",55698
"40031","ENSG00000157954","WIPI2",26100
"40032","ENSG00000157999","ANKRD61",100310846
"40033","ENSG00000159904","ZNF890P",NA
"40034","ENSG00000164535","DAGLB",221955
"40035","ENSG00000164548","TRA2A",29896
"40036","ENSG00000164600","NEUROD6",63974
"40037","ENSG00000164631","ZNF12",7559
"40038","ENSG00000164638","SLC29A4",222962
"40039","ENSG00000164649","CDCA7L",55536
"40040","ENSG00000164651","SP8",221833
"40041","ENSG00000164654","MIOS",54468
"40042","ENSG00000164818","DNAAF5",54919
"40043","ENSG00000164828","SUN1",23353
"40044","ENSG00000164849","GPR146",115330
"40045","ENSG00000164850","GPER1",2852
"40046","ENSG00000164853","UNCX",340260
"40047","ENSG00000164855","TMEM184A",202915
"40048","ENSG00000164877","MICALL2",79778
"40049","ENSG00000164880","INTS1",26173
"40050","ENSG00000164916","FOXK1",221937
"40051","ENSG00000169193","CCDC126",90693
"40052","ENSG00000169402","RSPH10B2",728194
"40053","ENSG00000170852","KBTBD2",25948
"40054","ENSG00000171243","SOSTDC1",25928
"40055","ENSG00000172115","CYCS",54205
"40056","ENSG00000173452","TMEM196",256130
"40057","ENSG00000173467","AGR3",155465
"40058","ENSG00000174495","PPIAP80",NA
"40059","ENSG00000174945","AMZ1",155185
"40060","ENSG00000176349","",NA
"40061","ENSG00000176532","PRR15",222171
"40062","ENSG00000177706","FAM20C",56975
"40063","ENSG00000178381","ZFAND2A",90637
"40064","ENSG00000178397","FAM220A",84792
"40065","ENSG00000179428","",541472
"40066","ENSG00000179460","EEF1A1P27",NA
"40067","ENSG00000180233","ZNRF2",223082
"40068","ENSG00000180347","CCDC129",223075
"40069","ENSG00000180354","MTURN",222166
"40070","ENSG00000182095","TNRC18",84629
"40071","ENSG00000183742","MACC1",346389
"40072","ENSG00000184465","WDR27",253769
"40073","ENSG00000185127","C6orf120",387263
"40074","ENSG00000187546","AGMO",392636
"40075","ENSG00000187953","PMS2CL",NA
"40076","ENSG00000188191","PRKAR1B",5575
"40077","ENSG00000188365","",NA
"40078","ENSG00000188732","FAM221A",340277
"40079","ENSG00000189043","NDUFA4",4697
"40080","ENSG00000195024","RNU1-15P",NA
"40081","ENSG00000196204","RNF216P1",441191
"40082","ENSG00000196295","",NA
"40083","ENSG00000196335","STK31",56164
"40084","ENSG00000196683","TOMM7",54543
"40085","ENSG00000197320","",NA
"40086","ENSG00000197461","PDGFA",5154
"40087","ENSG00000197576","HOXA4",3201
"40088","ENSG00000198286","CARD11",84433
"40089","ENSG00000198517","MAFK",7975
"40090","ENSG00000198580","",NA
"40091","ENSG00000199023","MIR339",442907
"40092","ENSG00000201794","RN7SKP130",NA
"40093","ENSG00000202233","",NA
"40094","ENSG00000203523","TAS2R2P",NA
"40095","ENSG00000205763","RP9P",441212
"40096","ENSG00000205858","LRRC72",100506049
"40097","ENSG00000205897","OR7E136P",NA
"40098","ENSG00000205903","ZNF316",100131017
"40099","ENSG00000205971","",NA
"40100","ENSG00000206895","",NA
"40101","ENSG00000207217","SNORA80D",109616999
"40102","ENSG00000207973","MIR589",693174
"40103","ENSG00000212422","",NA
"40104","ENSG00000213781","PSMC1P2",NA
"40105","ENSG00000213783","RPL35P4",NA
"40106","ENSG00000213786","NHP2P2",NA
"40107","ENSG00000213787","RPL7AP38",NA
"40108","ENSG00000213798","",NA
"40109","ENSG00000213860","RPL21P75",NA
"40110","ENSG00000213875","",NA
"40111","ENSG00000214869","TPM3P4",NA
"40112","ENSG00000214870","",NA
"40113","ENSG00000214960","ISPD",729920
"40114","ENSG00000214998","CCNB2P1",NA
"40115","ENSG00000215018","COL28A1",340267
"40116","ENSG00000215045","GRID2IP",392862
"40117","ENSG00000217455","",NA
"40118","ENSG00000218716","RPL12P23",NA
"40119","ENSG00000218823","PAPOLB",56903
"40120","ENSG00000219451","RPL23P8",NA
"40121","ENSG00000219545","UMAD1",729852
"40122","ENSG00000222004","C7orf71",NA
"40123","ENSG00000223419","",NA
"40124","ENSG00000223445","RPL6P21",NA
"40125","ENSG00000223561","",646588
"40126","ENSG00000223813","",NA
"40127","ENSG00000223838","",NA
"40128","ENSG00000223855","",441307
"40129","ENSG00000223866","",NA
"40130","ENSG00000224079","",NA
"40131","ENSG00000224280","",NA
"40132","ENSG00000224322","",NA
"40133","ENSG00000224330","",NA
"40134","ENSG00000224593","",NA
"40135","ENSG00000224667","",NA
"40136","ENSG00000224785","",NA
"40137","ENSG00000224999","VTA1P1",NA
"40138","ENSG00000225000","",NA
"40139","ENSG00000225146","",NA
"40140","ENSG00000225264","ZNRF2P2",NA
"40141","ENSG00000225286","",NA
"40142","ENSG00000225308","ASS1P11",NA
"40143","ENSG00000225541","",NA
"40144","ENSG00000225606","",NA
"40145","ENSG00000225792","",NA
"40146","ENSG00000225907","RPS27P16",NA
"40147","ENSG00000225968","ELFN1",392617
"40148","ENSG00000225974","",NA
"40149","ENSG00000225981","",NA
"40150","ENSG00000226059","HMGB3P20",NA
"40151","ENSG00000226097","",101927769
"40152","ENSG00000226194","LINC02519",NA
"40153","ENSG00000226279","RPL12P10",NA
"40154","ENSG00000226291","",NA
"40155","ENSG00000226323","",NA
"40156","ENSG00000226329","",NA
"40157","ENSG00000226421","SLC25A5P5",NA
"40158","ENSG00000226522","",NA
"40159","ENSG00000226690","",102725191
"40160","ENSG00000226816","",NA
"40161","ENSG00000226827","NPM1P11",NA
"40162","ENSG00000226874","",NA
"40163","ENSG00000226943","ALG1L5P",NA
"40164","ENSG00000227014","",NA
"40165","ENSG00000227017","",NA
"40166","ENSG00000227386","",NA
"40167","ENSG00000227436","FCF1P1",NA
"40168","ENSG00000227489","",NA
"40169","ENSG00000227508","LINC01624",401289
"40170","ENSG00000227719","",NA
"40171","ENSG00000227855","DPY19L2P3",442524
"40172","ENSG00000227930","",NA
"40173","ENSG00000227965","",NA
"40174","ENSG00000228010","",NA
"40175","ENSG00000228334","",NA
"40176","ENSG00000228421","",NA
"40177","ENSG00000228598","MACC1-AS1",100874041
"40178","ENSG00000228649","SNHG26",NA
"40179","ENSG00000228675","",NA
"40180","ENSG00000228803","MTCYBP42",NA
"40181","ENSG00000228944","",NA
"40182","ENSG00000228953","",NA
"40183","ENSG00000228974","",NA
"40184","ENSG00000229043","",NA
"40185","ENSG00000229091","HSPA8P8",NA
"40186","ENSG00000229108","MEOX2-AS1",NA
"40187","ENSG00000229233","",NA
"40188","ENSG00000229263","",NA
"40189","ENSG00000229358","DPY19L1P1",NA
"40190","ENSG00000229379","",NA
"40191","ENSG00000229380","",101927000
"40192","ENSG00000229452","",107986703
"40193","ENSG00000229533","",NA
"40194","ENSG00000229618","",NA
"40195","ENSG00000229688","ISPD-AS1",100506025
"40196","ENSG00000229893","",NA
"40197","ENSG00000229937","PRPS1L1",221823
"40198","ENSG00000229949","",NA
"40199","ENSG00000229970","",NA
"40200","ENSG00000230042","AK3P3",NA
"40201","ENSG00000230333","",NA
"40202","ENSG00000230370","RPL23AP52",NA
"40203","ENSG00000230435","",NA
"40204","ENSG00000230444","TFAMP1",NA
"40205","ENSG00000230487","PSMG3-AS1",114796
"40206","ENSG00000230658","KLHL7-AS1",100775104
"40207","ENSG00000230733","",NA
"40208","ENSG00000230751","",NA
"40209","ENSG00000230825","",NA
"40210","ENSG00000230914","",NA
"40211","ENSG00000230960","",154449
"40212","ENSG00000231328","TPT1P7",NA
"40213","ENSG00000231357","",NA
"40214","ENSG00000231359","",NA
"40215","ENSG00000231418","",NA
"40216","ENSG00000231476","",NA
"40217","ENSG00000231519","",NA
"40218","ENSG00000231525","",NA
"40219","ENSG00000231704","",NA
"40220","ENSG00000231892","",NA
"40221","ENSG00000231927","",NA
"40222","ENSG00000231952","DPY19L1P2",NA
"40223","ENSG00000232197","",NA
"40224","ENSG00000232383","",NA
"40225","ENSG00000232400","RAD17P1",NA
"40226","ENSG00000232492","NPM1P13",NA
"40227","ENSG00000232553","CLK2P1",NA
"40228","ENSG00000232581","",NA
"40229","ENSG00000232627","",NA
"40230","ENSG00000232759","",100506178
"40231","ENSG00000232790","LINC01162",104355138
"40232","ENSG00000232818","RPS2P32",NA
"40233","ENSG00000232821","",NA
"40234","ENSG00000232841","BRWD1P3",NA
"40235","ENSG00000232887","",NA
"40236","ENSG00000232949","",NA
"40237","ENSG00000233082","",NA
"40238","ENSG00000233085","",NA
"40239","ENSG00000233108","",NA
"40240","ENSG00000233167","EEF1A1P26",NA
"40241","ENSG00000233264","",NA
"40242","ENSG00000233429","HOTAIRM1",NA
"40243","ENSG00000233476","EEF1A1P6",NA
"40244","ENSG00000233517","",NA
"40245","ENSG00000233760","",100506289
"40246","ENSG00000233824","",NA
"40247","ENSG00000233830","EIF4HP1",NA
"40248","ENSG00000233834","",100506098
"40249","ENSG00000233876","GAPDHP68",NA
"40250","ENSG00000234286","",NA
"40251","ENSG00000234336","JAZF1-AS1",NA
"40252","ENSG00000234356","",NA
"40253","ENSG00000234406","",NA
"40254","ENSG00000234432","",NA
"40255","ENSG00000234471","",NA
"40256","ENSG00000234513","",NA
"40257","ENSG00000234710","",NA
"40258","ENSG00000234718","",NA
"40259","ENSG00000234800","PCMTD1P3",NA
"40260","ENSG00000234839","RPS26P30",NA
"40261","ENSG00000234922","TSEN15P3",NA
"40262","ENSG00000234977","",NA
"40263","ENSG00000234999","SNRPCP19",NA
"40264","ENSG00000235431","",NA
"40265","ENSG00000235574","",NA
"40266","ENSG00000235669","",NA
"40267","ENSG00000235828","RPL36AP26",NA
"40268","ENSG00000235837","",NA
"40269","ENSG00000235859","",NA
"40270","ENSG00000235920","",NA
"40271","ENSG00000235944","ZNF815P",NA
"40272","ENSG00000236039","",101927630
"40273","ENSG00000236048","",NA
"40274","ENSG00000236081","ELFN1-AS1",101927125
"40275","ENSG00000236195","RNMTL1P2",NA
"40276","ENSG00000236318","",NA
"40277","ENSG00000236414","",NA
"40278","ENSG00000236510","",NA
"40279","ENSG00000236536","",NA
"40280","ENSG00000236569","HNRNPA1P73",NA
"40281","ENSG00000236609","ZNF853",54753
"40282","ENSG00000236708","",NA
"40283","ENSG00000236712","",NA
"40284","ENSG00000236748","",NA
"40285","ENSG00000237004","ZNRF2P1",NA
"40286","ENSG00000237065","NANOGP4",NA
"40287","ENSG00000237070","",105375166
"40288","ENSG00000237181","",NA
"40289","ENSG00000237286","",NA
"40290","ENSG00000237713","",NA
"40291","ENSG00000237738","RNF216-IT1",100874342
"40292","ENSG00000237773","",NA
"40293","ENSG00000237921","",NA
"40294","ENSG00000238033","",401312
"40295","ENSG00000239622","",NA
"40296","ENSG00000239696","",NA
